id,address_type,status,entity,adress,appartment,city,postal_code,country,notes,created_at,updated_at
485,Shipping,Active,Building,80 Hauk Crossing,14,Saint Paul,55108,United States,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,12/9/2017,3/7/2018
486,Business,Active,Customer,3735 Hudson Park,96,Nashville,37215,United States,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,8/5/2018,6/10/2018
487,Home,Active,Customer,255 Bunting Junction,7,El Paso,88546,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",4/11/2016,4/12/2018
488,Business,Active,Customer,15 Mcbride Drive,6,Springfield,01129,United States,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2/15/2019,12/9/2018
489,Billing,Inactive,Building,43554 Morningstar Circle,87,Colorado Springs,80935,United States,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",10/20/2016,9/21/2018
490,Business,Active,Building,9891 Miller Alley,96,Labrador City,A2V,Canada,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",10/23/2017,9/15/2018
491,Billing,Active,Customer,6880 Ohio Circle,90,North Vancouver,V7Y,Canada,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,8/3/2018,7/30/2018
492,Billing,Active,Building,19619 Weeping Birch Point,24,Nocaima,253627,Colombia,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,7/27/2017,9/14/2018
493,Business,Active,Customer,0169 Monica Parkway,100,Huntsville,35895,United States,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,8/1/2016,11/30/2018
494,Home,Active,Customer,45128 Paget Place,32,White Rock,V4B,Canada,Phasellus in felis. Donec semper sapien a libero. Nam dui.,5/19/2017,4/26/2018
495,Billing,Active,Customer,0 Golf Course Junction,34,Washington,20226,United States,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2/17/2019,11/11/2018
496,Billing,Active,Building,619 Valley Edge Park,5,Guadalupe,94590,Mexico,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5/10/2016,8/10/2018
497,Shipping,Active,Building,8230 Cordelia Pass,20,Francisco Sarabia,29783,Mexico,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",7/20/2017,6/7/2018
498,Billing,Active,Customer,04 Melody Drive,18,Miami,33147,United States,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,11/11/2016,8/8/2018
499,Shipping,Active,Customer,722 Fairfield Point,25,Adolfo Lopez Mateos,94324,Mexico,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",5/23/2016,2/17/2019
500,Business,Active,Customer,58006 Jenifer Hill,38,Barranca de Upía,501007,Colombia,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5/22/2017,5/10/2018
501,Business,Active,Building,88 3rd Avenue,38,Landázuri,686029,Colombia,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",7/28/2016,12/23/2018
502,Shipping,Active,Building,4 Northfield Center,81,San Carlos,232517,Colombia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3/13/2016,3/29/2018
503,Business,Active,Customer,35755 Graceland Junction,19,Amherst,B4H,Canada,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1/20/2017,12/2/2018
504,Home,Active,Building,56 Scofield Drive,21,El Salitre,58503,Mexico,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1/3/2019,10/22/2018
505,Business,Active,Building,349 Kensington Crossing,9,Chattanooga,37410,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,8/26/2018,9/28/2018
506,Billing,Active,Customer,9 Lien Hill,63,Conroe,77305,United States,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5/30/2018,6/10/2018
507,Business,Active,Building,0622 Burning Wood Drive,13,Sterling,20167,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7/23/2016,11/28/2018
508,Shipping,Active,Customer,18 Dovetail Avenue,57,Stockton,95205,United States,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1/21/2018,2/28/2019
509,Billing,Active,Building,0 School Street,88,Lees Summit,64082,United States,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,8/28/2017,4/2/2018
510,Shipping,Active,Building,020 Magdeline Center,69,Catalina,B2V,Canada,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",11/9/2016,12/3/2018
511,Business,Active,Building,3 Bay Court,71,Augusta,30905,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,12/30/2016,12/7/2018
512,Billing,Active,Customer,945 Jay Trail,70,Moncton,E1C,Canada,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,7/5/2018,1/22/2019
513,Billing,Active,Customer,59 Longview Court,51,Les Cèdres,J6S,Canada,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,2/2/2018,6/2/2018
514,Home,Active,Customer,454 Oriole Plaza,19,Waterloo,V9J,Canada,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5/18/2018,11/14/2018
515,Shipping,Active,Customer,337 Shelley Road,34,Yopal,850009,Colombia,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",6/26/2017,12/18/2018
516,Billing,Active,Customer,05214 Hoepker Hill,25,Shreveport,71115,United States,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",9/16/2018,10/29/2018
517,Home,Active,Customer,66505 Saint Paul Plaza,63,Huntsville,35815,United States,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,3/17/2016,4/12/2018
518,Business,Active,Customer,7995 Rutledge Hill,7,Glendale,91210,United States,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,8/31/2017,11/24/2018
519,Business,Active,Building,4 Old Shore Crossing,12,Sogamoso,152219,Colombia,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/31/2016,3/17/2018
520,Shipping,Active,Customer,371 Armistice Way,39,Campoalegre,413028,Colombia,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/12/2018,12/28/2018
521,Business,Active,Customer,0 Dexter Center,64,Carlsbad,92013,United States,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/5/2018,10/6/2018
522,Home,Active,Building,38280 Magdeline Court,23,Onzaga,682529,Colombia,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,10/20/2017,4/13/2018
523,Business,Inactive,Customer,903 Shasta Avenue,57,Francisco I Madero,98351,Mexico,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",6/8/2017,7/14/2018
524,Business,Active,Building,05563 Northport Trail,33,Montréal-Ouest,H5B,Canada,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",6/26/2016,10/10/2018
525,Home,Inactive,Customer,33747 Jenna Avenue,5,San Miguel,36352,Mexico,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",12/6/2016,12/8/2018
526,Shipping,Active,Building,88534 Sherman Place,14,Kansas City,64136,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",8/23/2017,12/2/2018
527,Business,Active,Customer,09 Granby Park,15,Houston,77095,United States,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,10/18/2018,8/13/2018
528,Shipping,Active,Customer,47463 Forest Run Pass,68,Bells Corners,K2R,Canada,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,2/17/2019,11/30/2018
529,Home,Active,Building,9 Badeau Crossing,58,Corinto,191569,Colombia,Sed ante. Vivamus tortor. Duis mattis egestas metus.,4/14/2017,5/23/2018
530,Business,Active,Building,69 Dahle Drive,10,María la Baja,131077,Colombia,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7/24/2018,7/11/2018
531,Business,Active,Building,6 Summerview Trail,47,Crossfield,B0N,Canada,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",5/14/2017,7/17/2018
532,Home,Inactive,Building,85824 Kennedy Crossing,51,Granada,252257,Colombia,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",12/19/2017,4/4/2018
533,Billing,Active,Building,4153 Sherman Street,90,New York City,10270,United States,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1/5/2017,1/4/2019
534,Billing,Active,Customer,050 Delaware Center,68,Anserma,177089,Colombia,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",8/31/2018,2/28/2019
535,Home,Active,Customer,984 Wayridge Drive,9,La Esperanza,37900,Mexico,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/27/2017,9/23/2018
536,Billing,Inactive,Customer,1 Menomonie Avenue,86,La Gloria,93826,Mexico,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,9/21/2016,7/18/2018
537,Billing,Active,Building,31173 Kipling Trail,61,Reno,89519,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",12/18/2018,2/7/2019
538,Business,Active,Building,34 Stone Corner Avenue,24,Saint Louis,63143,United States,Phasellus in felis. Donec semper sapien a libero. Nam dui.,7/15/2017,6/12/2018
539,Home,Active,Building,52610 Burrows Circle,92,Combita,150208,Colombia,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,3/31/2016,5/22/2018
540,Shipping,Active,Building,72 Muir Center,80,Estevan,S4A,Canada,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",4/25/2017,8/8/2018
541,Billing,Active,Building,82090 Merry Point,46,Amarillo,79165,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",11/29/2016,9/19/2018
542,Business,Active,Building,2288 Forest Run Junction,54,Lac-Mégantic,G6B,Canada,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",12/31/2016,3/13/2018
543,Billing,Active,Building,2 Tomscot Circle,25,Normandin,G0H,Canada,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1/16/2017,3/4/2018
544,Home,Inactive,Building,48831 Cambridge Center,80,Los Angeles,90094,United States,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",8/21/2016,5/10/2018
545,Billing,Active,Building,2541 Thompson Crossing,21,Racine,53405,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",4/23/2016,12/28/2018
546,Home,Inactive,Customer,0 Darwin Pass,39,Sacramento,94263,United States,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",11/6/2018,4/15/2018
547,Business,Active,Building,7326 Butterfield Terrace,76,Mistrató,664028,Colombia,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,10/6/2018,9/3/2018
548,Shipping,Inactive,Customer,813 Elka Lane,56,5 de Mayo,87785,Mexico,Fusce consequat. Nulla nisl. Nunc nisl.,11/11/2016,10/6/2018
549,Business,Active,Customer,55730 Helena Way,31,Littleton,80126,United States,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2/23/2018,6/23/2018
550,Business,Active,Customer,86878 Browning Pass,33,Carson City,89714,United States,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",4/13/2018,2/23/2019
551,Home,Active,Customer,85780 Talisman Point,41,Galapa,082007,Colombia,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",10/3/2017,5/12/2018
552,Business,Active,Customer,50 Melrose Alley,73,Niños Heroes,93393,Mexico,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,11/3/2018,7/26/2018
553,Billing,Inactive,Customer,3416 Bunker Hill Way,54,La Unión,704057,Colombia,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/8/2018,10/31/2018
554,Business,Active,Customer,5062 Utah Hill,12,Minneapolis,55446,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,7/22/2018,7/1/2018
555,Business,Active,Building,35 Summer Ridge Alley,5,Chapultepec,95600,Mexico,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,12/9/2016,1/13/2019
556,Home,Inactive,Customer,44387 Armistice Center,78,San Jose,39266,Mexico,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",6/23/2017,5/16/2018
557,Home,Active,Customer,70266 Butterfield Court,15,Lancaster,17622,United States,Fusce consequat. Nulla nisl. Nunc nisl.,4/5/2018,7/19/2018
558,Home,Active,Customer,128 Kensington Avenue,35,Beloeil,J3H,Canada,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",8/16/2016,9/16/2018
559,Billing,Active,Customer,55967 Pankratz Alley,65,Akron,44321,United States,In congue. Etiam justo. Etiam pretium iaculis justo.,7/3/2018,11/14/2018
560,Business,Active,Building,61882 Anderson Street,85,Juan de Acosta,081048,Colombia,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",12/4/2018,10/4/2018
561,Shipping,Active,Customer,65674 Blue Bill Park Drive,65,Seattle,98175,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4/1/2018,1/17/2019
562,Business,Active,Customer,22 Old Gate Road,61,Arauca,810009,Colombia,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4/2/2018,7/3/2018
563,Business,Active,Building,396 Loeprich Alley,94,El Mirador,56564,Mexico,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",10/25/2016,9/30/2018
564,Billing,Active,Building,13 Doe Crossing Trail,47,Machetá,250848,Colombia,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",11/28/2016,6/14/2018
565,Home,Active,Building,6945 Hudson Pass,78,Beauharnois,J6N,Canada,Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/16/2018,4/24/2018
566,Business,Inactive,Customer,8019 Old Gate Avenue,32,Lazaro Cardenas,27944,Mexico,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,9/3/2017,8/15/2018
567,Home,Active,Building,8 Summit Trail,77,Chipaque,251808,Colombia,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",9/27/2017,7/4/2018
568,Shipping,Active,Building,6584 Almo Alley,6,Chinchiná,176048,Colombia,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,11/16/2017,5/28/2018
569,Shipping,Active,Customer,41 Glacier Hill Street,64,Gananoque,K7G,Canada,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2/10/2019,5/17/2018
570,Home,Active,Building,36917 Packers Street,57,Florencia,195047,Colombia,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1/7/2018,7/5/2018
571,Billing,Active,Building,0719 Waxwing Place,80,Lloydminster,S9V,Canada,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,12/6/2018,8/20/2018
572,Billing,Active,Customer,238 Alpine Avenue,65,Huntington,25705,United States,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4/27/2018,12/29/2018
573,Home,Active,Customer,425 Rusk Street,95,Lazaro Cardenas,29755,Mexico,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",7/23/2018,4/7/2018
574,Business,Active,Building,545 Carpenter Pass,54,Airdrie,T4B,Canada,In congue. Etiam justo. Etiam pretium iaculis justo.,3/4/2018,8/14/2018
575,Business,Active,Customer,65467 Bonner Road,35,Revolucion,93610,Mexico,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",11/12/2018,2/1/2019
576,Billing,Active,Customer,4 Service Hill,89,Caparrapí,253468,Colombia,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6/10/2017,3/21/2018
577,Shipping,Active,Customer,11 Hoard Road,86,San Carlos,232517,Colombia,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,11/12/2016,1/30/2019
578,Home,Active,Customer,4173 Erie Parkway,70,Cubará,151427,Colombia,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9/9/2018,7/9/2018
579,Business,Active,Building,4 Bluestem Parkway,46,Kansas City,66112,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",5/15/2016,4/15/2018
580,Shipping,Active,Building,23 Gerald Alley,6,Floridablanca,681008,Colombia,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",12/16/2016,12/22/2018
581,Home,Active,Customer,0 Sunnyside Lane,6,Flin Flon,R8A,Canada,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,12/21/2017,8/26/2018
582,Shipping,Active,Customer,57424 Fuller Hill,74,Cincinnati,45249,United States,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",11/12/2016,9/2/2018
583,Billing,Active,Building,37 Harper Trail,15,Salt Lake City,84120,United States,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",5/6/2018,11/25/2018
584,Business,Active,Building,8 4th Terrace,100,Austin,78764,United States,Fusce consequat. Nulla nisl. Nunc nisl.,2/3/2019,5/28/2018
585,Home,Active,Customer,81 Continental Court,49,Harrisburg,17110,United States,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",12/7/2016,7/10/2018
586,Business,Active,Building,95269 Little Fleur Terrace,43,Fort Lauderdale,33345,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4/24/2016,11/4/2018
587,Home,Inactive,Building,07213 Maywood Place,36,Sainte-Agathe-des-Monts,J8C,Canada,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/8/2018,8/14/2018
588,Billing,Active,Customer,472 Meadow Vale Drive,56,La Purisima,36200,Mexico,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5/16/2018,6/3/2018
589,Home,Active,Customer,2 Summit Point,93,El Mirador,14449,Mexico,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,8/27/2017,10/22/2018
590,Home,Active,Customer,90 Oak Valley Plaza,6,Ocala,34479,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4/5/2018,6/13/2018
591,Home,Inactive,Building,1541 David Drive,33,Saint-Sauveur,J0R,Canada,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1/21/2017,12/23/2018
592,Billing,Active,Customer,86 Quincy Court,94,Aldana,524547,Colombia,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",7/3/2016,10/31/2018
593,Shipping,Active,Customer,3 Arizona Street,7,Sabaneta,055457,Colombia,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",11/6/2017,1/7/2019
594,Business,Active,Customer,1 Gateway Junction,40,Virden,J5V,Canada,In congue. Etiam justo. Etiam pretium iaculis justo.,12/26/2016,5/19/2018
595,Home,Active,Building,3508 Wayridge Junction,47,North York,M3H,Canada,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",9/16/2017,2/10/2019
596,Home,Active,Customer,571 Bartelt Crossing,1,San Luis,27400,Mexico,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,2/6/2019,10/14/2018
597,Shipping,Active,Building,88929 Eagan Terrace,13,Corona,92878,United States,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",10/6/2017,7/4/2018
598,Shipping,Active,Customer,0 Eliot Center,88,Lac du Bonnet,H4S,Canada,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,6/8/2018,1/7/2019
599,Business,Active,Building,587 Kenwood Parkway,74,Columbus,43268,United States,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",12/5/2016,8/12/2018
600,Shipping,Active,Customer,92 Nobel Junction,93,Morris,H8P,Canada,Phasellus in felis. Donec semper sapien a libero. Nam dui.,2/22/2017,1/14/2019
601,Billing,Active,Customer,650 Ridge Oak Pass,9,Francisco Villa,34788,Mexico,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,7/11/2018,3/15/2018
602,Home,Active,Customer,694 Park Meadow Crossing,60,Youngstown,44511,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,9/25/2016,4/13/2018
603,Home,Active,Building,67 Meadow Vale Avenue,13,Lewisporte,M2K,Canada,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,3/23/2018,8/21/2018
604,Billing,Active,Building,8452 Holy Cross Plaza,36,Leticia,910008,Colombia,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/25/2016,8/11/2018
605,Shipping,Active,Building,2 Logan Hill,58,Lunenburg,M9L,Canada,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,12/23/2016,8/5/2018
606,Shipping,Active,Customer,788 Harper Way,89,Orlando,32819,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",8/12/2017,5/26/2018
607,Billing,Active,Customer,3 Grover Point,10,Philadelphia,19141,United States,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,7/23/2017,3/4/2019
608,Shipping,Active,Customer,02973 Utah Point,78,Cañasgordas,057068,Colombia,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4/8/2017,6/4/2018
