id,created_at,updated_at,full_name,phone_number,email,business_name,building_type,quality,elevator_price,installation_price,number_elevator,total_price,number_appartment,number_floor,number_basement,number_parking_space,maximum_occupant_per_floor,hour_of_activity,number_of_elevators_cage,number_of_trade_market,number_of_distinct_business
314,8/8/2016,5/4/2018,Ephraim Canniffe,4611716420,ecanniffe8p@mayoclinic.com,Aimbo,Corporate,Premium,39221,3738,15,24615,488,55,3,0,0,0,0,0,0
315,31/12/2018,9/11/2018,Leila Slaten,3376966222,lslaten8q@marriott.com,Realcube,Hybrid,Premium,12984,3057,50,9939,78,18,4,0,0,0,0,0,0
316,22/10/2017,29/1/2019,Frank Barwick,2311117343,fbarwick8r@foxnews.com,Oodoo,Hybrid,Standard,31442,3067,36,48179,215,63,3,0,0,0,0,0,0
317,19/11/2016,21/1/2019,Sofia Hambers,1329831561,shambers8s@washingtonpost.com,Flipstorm,Hybrid,Excelium,9539,3498,15,36109,6,91,0,0,0,0,0,0,0
318,26/6/2016,26/6/2018,Zorana Orrah,4869727554,zorrah8t@cam.ac.uk,Leenti,Corporate,Standard,43374,3017,47,31510,470,15,0,0,0,0,0,0,0
319,14/8/2018,14/3/2018,Brantley Lochet,9992610602,blochet8u@guardian.co.uk,Edgepulse,Commercial,Premium,9959,1596,24,45898,7,28,5,0,0,0,0,0,0
320,21/5/2018,18/4/2018,Michaeline Polet,2478748722,mpolet8v@dagondesign.com,Eadel,Commercial,Excelium,32898,3443,11,23215,244,42,1,0,0,0,0,0,0
321,29/11/2018,29/11/2018,Michaella Bockman,9365652920,mbockman8w@diigo.com,Abatz,Commercial,Standard,38577,4780,39,22035,420,37,0,0,0,0,0,0,0
322,25/6/2018,25/6/2018,Camilla Coleson,5033656086,ccoleson8x@wsj.com,Skivee,Corporate,Standard,20210,1193,28,51929,248,96,0,0,0,0,0,0,0
323,2/8/2016,3/7/2018,Eartha Lancetter,3521517466,elancetter8y@csmonitor.com,Twinder,Residential,Premium,2154,914,14,49184,14,12,5,0,0,0,0,0,0
324,2/10/2017,26/6/2018,Kimberli Jeannard,4379519494,kjeannard8z@nba.com,Talane,Corporate,Excelium,38461,3320,50,26150,474,9,4,0,0,0,0,0,0
325,10/2/2017,23/8/2018,Maddy Dawidowsky,7539743592,mdawidowsky90@yellowbook.com,Livefish,Residential,Excelium,40990,1833,31,6377,75,88,0,0,0,0,0,0,0
326,22/7/2018,12/2/2019,Brien Sargison,8386733000,bsargison91@mac.com,Flashpoint,Hybrid,Standard,38170,2410,44,41075,465,35,4,0,0,0,0,0,0
327,11/3/2017,26/8/2018,Clement Skellion,4636080334,cskellion92@bravesites.com,Linkbridge,Hybrid,Premium,8260,3403,41,26183,155,17,2,0,0,0,0,0,0
328,18/9/2016,23/11/2018,Ketti Junkinson,1672428195,kjunkinson93@wix.com,Realmix,Corporate,Excelium,23077,4948,25,52637,479,39,5,0,0,0,0,0,0
329,4/10/2016,24/3/2018,Sadye Larter,8915760825,slarter94@home.pl,Jetwire,Hybrid,Standard,4721,1804,41,19161,458,4,1,0,0,0,0,0,0
330,20/6/2018,14/11/2018,Clari Shory,5689194777,cshory95@phoca.cz,Blogtag,Commercial,Standard,37173,2212,25,43609,443,38,5,0,0,0,0,0,0
331,27/1/2018,23/12/2018,Mira Girton,8394423530,mgirton96@discuz.net,Youtags,Corporate,Premium,38148,1002,11,39804,130,19,0,0,0,0,0,0,0
332,14/12/2016,2/12/2018,Evy Porkiss,1652929657,eporkiss97@geocities.jp,Trilith,Corporate,Excelium,4580,4103,45,26072,178,70,4,0,0,0,0,0,0
333,19/4/2018,18/3/2018,Nita Tzuker,4192862654,ntzuker98@theguardian.com,Ailane,Residential,Excelium,19733,3590,10,47105,456,65,0,0,0,0,0,0,0
334,23/2/2019,24/1/2019,Hestia Lias,1626377476,hlias99@java.com,Mudo,Corporate,Standard,24046,3656,48,38936,269,21,4,0,0,0,0,0,0
335,8/12/2017,30/1/2019,Maxie Waycott,6656845609,mwaycott9a@tinypic.com,Tagfeed,Commercial,Excelium,18774,918,14,9648,168,78,0,0,0,0,0,0,0
336,16/11/2016,28/6/2018,Catharina Tedstone,8673598135,ctedstone9b@nymag.com,Buzzbean,Corporate,Premium,7754,4052,36,21969,44,27,2,0,0,0,0,0,0
337,20/8/2016,15/9/2018,Mill Loadwick,3121976615,mloadwick9c@google.ru,Demizz,Corporate,Premium,35513,3577,2,50345,393,100,3,0,0,0,0,0,0
338,1/1/2017,11/4/2018,Christal Lorrie,1437922051,clorrie9d@microsoft.com,Bubbletube,Corporate,Excelium,10250,976,15,46094,170,54,1,0,0,0,0,0,0
339,26/3/2017,2/9/2018,Dennie Sherrington,9376672210,dsherrington9e@cbc.ca,Voolia,Corporate,Excelium,44946,4905,18,37560,467,39,5,0,0,0,0,0,0
340,16/11/2018,23/1/2019,Rodrique Bartaloni,1265718236,rbartaloni9f@discuz.net,Flipopia,Commercial,Standard,45821,869,4,23120,21,37,2,0,0,0,0,0,0
341,3/5/2016,8/8/2018,Ileane Hurt,4801383630,ihurt9g@ucsd.edu,Agivu,Corporate,Excelium,26525,582,14,49796,11,25,5,0,0,0,0,0,0
342,22/8/2018,28/10/2018,Jacquelin Beefon,2992730011,jbeefon9h@blogtalkradio.com,Kwideo,Residential,Excelium,18996,1982,5,9081,313,28,1,0,0,0,0,0,0
343,20/5/2017,28/7/2018,Odille Dannohl,2051577469,odannohl9i@seattletimes.com,Linkbridge,Commercial,Excelium,28370,3991,24,15732,332,78,2,0,0,0,0,0,0
344,27/5/2018,22/7/2018,Alverta Hinkley,2084981139,ahinkley9j@boston.com,Vimbo,Hybrid,Standard,2301,1594,36,4950,136,16,3,0,0,0,0,0,0
345,25/11/2017,17/3/2018,Richardo Camilleri,5286213275,rcamilleri9k@cmu.edu,Katz,Corporate,Standard,41564,2486,44,18275,392,5,5,0,0,0,0,0,0
346,4/11/2017,5/1/2019,Prudence Werrit,1025930994,pwerrit9l@hexun.com,Zoomcast,Residential,Standard,42148,4353,47,44965,206,53,1,0,0,0,0,0,0
347,15/7/2016,10/12/2018,Calvin Ramel,7042440248,cramel9m@nih.gov,Feedspan,Hybrid,Standard,23003,3995,38,2153,472,91,5,0,0,0,0,0,0
348,30/1/2019,6/10/2018,Alexandr Easeman,6886095889,aeaseman9n@yellowpages.com,Photojam,Corporate,Excelium,35082,4569,46,20403,391,59,2,0,0,0,0,0,0
349,21/5/2016,25/11/2018,Alena Loughton,4032387883,aloughton9o@t-online.de,Babbleopia,Hybrid,Excelium,2448,1794,40,8280,443,75,3,0,0,0,0,0,0
350,27/11/2016,17/12/2018,Boris Tinghill,8916075910,btinghill9p@thetimes.co.uk,Meejo,Commercial,Standard,34798,1168,2,27209,183,94,1,0,0,0,0,0,0
351,18/4/2017,10/7/2018,Garold Mully,3791014651,gmully9q@who.int,Cogilith,Corporate,Premium,19869,3906,24,37771,194,22,4,0,0,0,0,0,0
352,22/5/2017,14/9/2018,Xavier Reppaport,6562723786,xreppaport9r@google.ru,Quinu,Residential,Standard,33212,2278,25,25098,279,56,0,0,0,0,0,0,0
353,13/5/2016,14/7/2018,Helen Ekins,1757729191,hekins9s@irs.gov,Skiptube,Residential,Premium,5508,3828,18,34616,261,36,4,0,0,0,0,0,0
354,25/7/2016,30/6/2018,Lacie Ambrogini,2421296018,lambrogini9t@twitter.com,Nlounge,Commercial,Standard,39073,3080,47,16095,23,74,5,0,0,0,0,0,0
355,21/2/2019,16/11/2018,Aldrich Ventham,1259763797,aventham9u@dot.gov,Babbleset,Hybrid,Premium,41845,1282,32,10108,132,50,0,0,0,0,0,0,0
356,27/5/2018,11/1/2019,Currey Luebbert,1134476237,cluebbert9v@google.cn,Fivechat,Corporate,Standard,19914,1795,2,7519,328,17,2,0,0,0,0,0,0
357,5/1/2019,31/7/2018,Lindy Nisius,4209441169,lnisius9w@google.pl,Vitz,Corporate,Standard,29481,2622,17,24596,483,93,0,0,0,0,0,0,0
358,22/11/2017,29/8/2018,Felice Costen,1464064544,fcosten9x@baidu.com,Oba,Hybrid,Standard,37150,4188,19,38588,413,9,5,0,0,0,0,0,0
359,28/4/2016,14/8/2018,Gayle Boot,9404964390,gboot9y@wikia.com,Abatz,Corporate,Standard,41526,731,33,33773,222,90,2,0,0,0,0,0,0
360,26/6/2016,9/8/2018,Kort Whitby,9603605017,kwhitby9z@netscape.com,Flashspan,Corporate,Premium,9571,2100,1,39245,402,9,3,0,0,0,0,0,0
361,8/3/2019,16/6/2018,Hanna Harburtson,7804019181,hharburtsona0@utexas.edu,Rooxo,Hybrid,Excelium,42723,1778,35,41571,21,86,4,0,0,0,0,0,0
362,28/12/2016,24/5/2018,Zondra Spoole,5625843284,zspoolea1@paypal.com,Plambee,Hybrid,Premium,42713,2946,25,3900,103,72,0,0,0,0,0,0,0
363,18/11/2018,17/6/2018,Mariana Wyatt,1696826138,mwyatta2@ox.ac.uk,Gevee,Residential,Excelium,7921,1689,11,54161,311,56,5,0,0,0,0,0,0
364,23/8/2018,9/7/2018,Claiborne McHenry,9142282148,cmchenrya3@symantec.com,Dabjam,Hybrid,Standard,12847,507,36,4604,227,60,0,0,0,0,0,0,0
365,19/11/2018,12/2/2019,Waldon Stanluck,1424156137,wstanlucka4@chronoengine.com,Skipfire,Residential,Premium,48303,3749,48,5952,407,48,4,0,0,0,0,0,0
366,19/6/2016,27/10/2018,Farrah Bartoshevich,1083689223,fbartoshevicha5@bizjournals.com,Riffpath,Commercial,Premium,43622,3251,45,44426,61,71,1,0,0,0,0,0,0
367,5/6/2017,4/3/2019,Vernice Swendell,5765199572,vswendella6@sina.com.cn,Topdrive,Corporate,Excelium,10867,2970,3,46278,8,16,4,0,0,0,0,0,0
368,27/11/2016,12/1/2019,Maryanne Choke,9194926447,mchokea7@disqus.com,Thoughtstorm,Residential,Standard,46736,2780,32,44202,418,60,3,0,0,0,0,0,0
369,29/4/2017,20/1/2019,Bernadina Wooles,6825343206,bwoolesa8@live.com,Trudoo,Commercial,Excelium,7867,1649,32,41344,250,85,5,0,0,0,0,0,0
370,28/1/2018,22/3/2018,Ches Hatz,6928158628,chatza9@virginia.edu,Vinte,Hybrid,Excelium,8226,1124,17,19297,384,71,0,0,0,0,0,0,0
371,2/11/2017,26/3/2018,Abeu Mobley,5429483412,amobleyaa@printfriendly.com,Skiptube,Hybrid,Excelium,8441,4931,38,38077,393,13,3,0,0,0,0,0,0
372,9/1/2017,2/2/2019,Delphine Reary,5575093431,drearyab@aboutads.info,Zava,Commercial,Premium,10557,3132,11,40424,256,16,3,0,0,0,0,0,0
373,13/1/2018,28/9/2018,Brietta Huws,1047661985,bhuwsac@intel.com,Skajo,Residential,Premium,10968,926,32,19625,220,11,1,0,0,0,0,0,0
374,5/11/2018,26/6/2018,Katherine Rockey,3637425722,krockeyad@biglobe.ne.jp,Eimbee,Residential,Premium,3573,1860,23,32617,472,9,3,0,0,0,0,0,0
375,11/8/2016,11/12/2018,Desirae Harriskine,7944150600,dharriskineae@cyberchimps.com,Twinte,Corporate,Premium,36296,3420,2,23338,359,32,5,0,0,0,0,0,0
376,7/8/2016,5/2/2019,Jaclyn Merrgan,9629122980,jmerrganaf@pen.io,Viva,Commercial,Standard,34669,4110,17,7476,419,74,1,0,0,0,0,0,0
377,10/3/2019,27/7/2018,Bertine Melby,6479823232,bmelbyag@nifty.com,Jaxnation,Hybrid,Standard,33107,3996,20,12444,214,63,5,0,0,0,0,0,0
378,20/5/2018,11/10/2018,Trista Iiannone,4872876698,tiiannoneah@imageshack.us,Skivee,Corporate,Excelium,43029,2039,19,26344,137,30,1,0,0,0,0,0,0
379,21/2/2019,10/5/2018,Christiano Loges,8209250629,clogesai@nhs.uk,Kimia,Corporate,Premium,49505,2358,24,33994,337,26,1,0,0,0,0,0,0
380,26/11/2016,27/7/2018,Sofia Kestell,2102657955,skestellaj@github.io,Jabbertype,Hybrid,Standard,21586,1171,12,14121,400,67,2,0,0,0,0,0,0
381,20/6/2016,23/6/2018,Hardy Nann,2556565494,hnannak@yale.edu,Wikivu,Hybrid,Premium,36508,1384,25,49467,217,32,4,0,0,0,0,0,0
382,1/3/2019,17/12/2018,Flynn Elders,2128635958,feldersal@wordpress.org,Fivechat,Corporate,Premium,18034,1669,47,2569,344,24,5,0,0,0,0,0,0
383,1/9/2016,4/12/2018,Carolee OCriane,2867091486,cocrianeam@elpais.com,Realcube,Corporate,Excelium,27317,3877,11,43703,345,11,3,0,0,0,0,0,0
384,28/12/2017,11/12/2018,Romona Legges,1178356322,rleggesan@youku.com,Jaloo,Commercial,Excelium,48273,1743,1,20557,106,15,4,0,0,0,0,0,0
385,5/1/2019,21/2/2019,Cole Jewis,8775226554,cjewisao@stumbleupon.com,Skidoo,Residential,Excelium,33029,1479,37,14994,297,39,0,0,0,0,0,0,0
386,21/3/2016,21/5/2018,Beret Playford,5235979221,bplayfordap@ucoz.ru,Yotz,Corporate,Premium,33653,3007,11,37479,49,87,3,0,0,0,0,0,0
387,22/10/2017,24/5/2018,Monique Stackbridge,5325869922,mstackbridgeaq@tinyurl.com,Ozu,Commercial,Excelium,3566,2832,43,35994,43,38,0,0,0,0,0,0,0
388,4/3/2019,7/2/2019,Callida Coward,4231247469,ccowardar@sitemeter.com,Aivee,Residential,Premium,35779,4260,1,16166,496,75,5,0,0,0,0,0,0
389,18/1/2017,23/5/2018,Jillane Brusin,1676023623,jbrusinas@usda.gov,Oyoloo,Hybrid,Standard,22151,3134,43,53266,457,73,0,0,0,0,0,0,0
390,22/2/2018,1/2/2019,Korry Pelz,6894910144,kpelzat@cbslocal.com,Browseblab,Corporate,Premium,49169,4177,33,54893,320,63,5,0,0,0,0,0,0
391,11/6/2018,30/7/2018,Jaquenetta Stacy,1993729126,jstacyau@ocn.ne.jp,Voomm,Hybrid,Excelium,49309,1073,38,54953,371,97,3,0,0,0,0,0,0
392,18/10/2016,5/1/2019,Kerianne Fish,9405397083,kfishav@seesaa.net,Innotype,Residential,Excelium,25873,4345,11,43785,363,60,5,0,0,0,0,0,0
393,5/7/2017,26/7/2018,Phil Moreman,8555105824,pmoremanaw@smugmug.com,Rhycero,Commercial,Standard,19430,3346,42,38263,387,41,3,0,0,0,0,0,0
394,27/9/2017,3/11/2018,Andros Phelp,3628782018,aphelpax@nydailynews.com,Fivebridge,Hybrid,Premium,49649,4368,8,11274,144,80,3,0,0,0,0,0,0
395,17/1/2019,28/5/2018,Virge Craggs,5297697769,vcraggsay@goo.gl,Meevee,Hybrid,Excelium,15533,4262,14,51299,448,28,2,0,0,0,0,0,0
396,16/5/2018,19/10/2018,Vasily Fernely,9215697566,vfernelyaz@telegraph.co.uk,Oloo,Corporate,Premium,14732,1329,28,20802,397,28,0,0,0,0,0,0,0
397,31/12/2016,20/8/2018,Nilson Bayston,1114226848,nbaystonb0@dyndns.org,Latz,Hybrid,Premium,46838,3046,31,10735,107,72,2,0,0,0,0,0,0
398,6/3/2017,20/9/2018,Shirley Collicott,2663051262,scollicottb1@virginia.edu,Centidel,Residential,Excelium,43556,2448,2,26054,475,22,5,0,0,0,0,0,0
399,24/12/2016,4/7/2018,Stefano Wapple,4725992615,swappleb2@whitehouse.gov,Kanoodle,Corporate,Excelium,49058,4061,30,8798,102,66,1,0,0,0,0,0,0
400,21/7/2017,20/3/2018,Hughie Osgardby,7494965991,hosgardbyb3@webnode.com,Rooxo,Corporate,Standard,6489,3158,13,3884,19,8,0,0,0,0,0,0,0
401,26/1/2017,4/4/2018,Travus Roullier,3422095885,troullierb4@google.com,Skiba,Commercial,Excelium,10479,1082,24,50173,60,54,2,0,0,0,0,0,0
402,6/5/2017,4/4/2018,Paolo Rubinov,9868389753,prubinovb5@un.org,Skinder,Corporate,Premium,21506,2594,37,18918,448,100,2,0,0,0,0,0,0
403,3/4/2017,23/1/2019,Johnna Kisar,6829244580,jkisarb6@bing.com,Quire,Residential,Standard,15538,1803,27,30553,367,4,4,0,0,0,0,0,0
404,6/7/2018,2/6/2018,Mitchael Styche,7543134304,mstycheb7@about.me,Wordify,Commercial,Excelium,36013,4055,5,24678,409,100,2,0,0,0,0,0,0
405,19/4/2018,1/1/2019,Sonya Hanner,9919172454,shannerb8@furl.net,Oyonder,Hybrid,Excelium,28323,2122,49,25016,387,78,1,0,0,0,0,0,0
406,10/3/2019,25/3/2018,Marcia Colmer,7853959427,mcolmerb9@bravesites.com,Flashdog,Commercial,Standard,8371,1893,25,26096,466,9,5,0,0,0,0,0,0
407,31/5/2018,10/12/2018,Elly Shaves,3844580986,eshavesba@addthis.com,Flashdog,Corporate,Standard,31158,3915,27,51098,332,18,5,0,0,0,0,0,0
408,19/2/2019,1/5/2018,Kristian Pester,7397493250,kpesterbb@rakuten.co.jp,Tazzy,Corporate,Standard,20045,3278,16,20431,470,100,3,0,0,0,0,0,0
409,28/4/2018,9/1/2019,Hilda Charsley,5069080946,hcharsleybc@utexas.edu,Wordify,Residential,Premium,2331,3613,10,15692,500,24,0,0,0,0,0,0,0
410,4/11/2017,18/4/2018,Kienan Van der Velde,7394164803,kvanbd@themeforest.net,Trudeo,Corporate,Standard,38244,1300,46,33820,90,97,5,0,0,0,0,0,0
411,2/11/2018,23/7/2018,Virgina Lawey,7604515962,vlaweybe@tmall.com,Livefish,Commercial,Premium,41195,3864,17,27739,88,6,1,0,0,0,0,0,0
412,6/3/2017,14/3/2018,Sully Delahunt,6306244282,sdelahuntbf@discuz.net,Topdrive,Residential,Standard,49041,1868,35,41754,204,6,0,0,0,0,0,0,0
413,27/6/2016,2/8/2018,Stefan Suttle,3325848263,ssuttlebg@histats.com,Quamba,Hybrid,Premium,18469,1849,26,43578,324,76,4,0,0,0,0,0,0
414,11/2/2017,4/3/2019,Lillis Escolme,7496047590,lescolmebh@deviantart.com,Oyoloo,Corporate,Premium,7264,2065,10,19648,214,14,3,0,0,0,0,0,0
415,17/7/2017,31/1/2019,Wheeler Dungay,1656251648,wdungaybi@google.nl,Feedmix,Corporate,Premium,48048,4714,37,27964,313,11,3,0,0,0,0,0,0
416,6/11/2016,7/5/2018,Shay Birdsey,7803323609,sbirdseybj@blinklist.com,Meejo,Residential,Excelium,45179,3738,40,3223,46,97,0,0,0,0,0,0,0
417,22/6/2016,21/6/2018,Dame Staggs,1295911391,dstaggsbk@vkontakte.ru,Mydeo,Corporate,Premium,33014,2438,7,2688,171,80,0,0,0,0,0,0,0
418,18/8/2016,28/6/2018,Lexy Ellick,2043631702,lellickbl@usnews.com,Plambee,Commercial,Excelium,45785,1834,7,46533,233,15,1,0,0,0,0,0,0
419,18/2/2017,14/3/2018,Kort DAgostino,8783024666,kdagostinobm@trellian.com,Mydeo,Commercial,Standard,42640,2014,41,30324,129,66,2,0,0,0,0,0,0
420,7/6/2017,22/4/2018,Brena Keighley,8255963188,bkeighleybn@omniture.com,Skimia,Corporate,Premium,46741,4295,31,48340,266,57,1,0,0,0,0,0,0
421,10/11/2017,11/7/2018,Leo Parysiak,3915769175,lparysiakbo@oracle.com,Twimbo,Residential,Standard,44537,1727,17,48353,438,92,1,0,0,0,0,0,0
422,28/4/2018,16/9/2018,Joyan Pughe,4282583812,jpughebp@admin.ch,Divavu,Corporate,Premium,38312,845,25,48130,364,25,0,0,0,0,0,0,0
423,30/10/2018,6/5/2018,Cristy Warhurst,5899679547,cwarhurstbq@cloudflare.com,Yadel,Commercial,Excelium,15501,4391,49,31067,472,40,4,0,0,0,0,0,0
424,30/6/2018,3/11/2018,Jo-ann Tonn,3026464341,jtonnbr@google.com.hk,Quinu,Hybrid,Premium,17087,2390,10,37024,293,90,2,0,0,0,0,0,0
425,15/11/2016,2/12/2018,Myranda Tatterton,4724462032,mtattertonbs@auda.org.au,Plajo,Hybrid,Standard,23973,3373,17,34802,489,97,4,0,0,0,0,0,0
426,8/1/2019,5/2/2019,Robby Brenard,8868189577,rbrenardbt@weather.com,Mynte,Corporate,Standard,28932,2726,50,36422,370,38,0,0,0,0,0,0,0
427,20/10/2017,30/10/2018,Wilhelmina Cathesyed,1776291622,wcathesyedbu@gmpg.org,Devcast,Corporate,Premium,41348,4613,28,21669,473,41,1,0,0,0,0,0,0
428,26/9/2016,15/12/2018,Peirce Bradie,7092050904,pbradiebv@nasa.gov,Gigabox,Hybrid,Standard,26559,1762,24,15291,37,34,4,0,0,0,0,0,0
429,14/12/2017,21/8/2018,Fredra Hyman,4182497468,fhymanbw@stumbleupon.com,Wikizz,Commercial,Premium,4610,2333,19,34097,382,84,1,0,0,0,0,0,0
430,18/6/2016,20/10/2018,Mackenzie Mary,2973592200,mmarybx@theglobeandmail.com,Jazzy,Hybrid,Excelium,3750,3384,47,25616,251,49,4,0,0,0,0,0,0
431,22/12/2018,30/12/2018,Horacio Fessby,2744893741,hfessbyby@accuweather.com,Gabtype,Commercial,Standard,17812,2727,3,15820,321,43,2,0,0,0,0,0,0
432,30/3/2018,11/10/2018,Salvatore Coda,2038767590,scodabz@npr.org,Jaloo,Corporate,Standard,42358,894,41,54647,484,6,0,0,0,0,0,0,0
433,29/7/2017,4/9/2018,Florinda Gorgen,6402614581,fgorgenc0@a8.net,JumpXS,Hybrid,Premium,42354,1099,27,23416,202,75,0,0,0,0,0,0,0
434,29/8/2016,14/3/2018,Luciano Bohlens,7879550580,lbohlensc1@illinois.edu,Zoonder,Commercial,Standard,48875,599,14,17849,155,58,5,0,0,0,0,0,0
435,21/10/2018,26/9/2018,Roxi Pullar,5843402718,rpullarc2@furl.net,Janyx,Commercial,Standard,5916,3310,9,36213,470,8,4,0,0,0,0,0,0
436,31/3/2018,20/8/2018,Brina Cutcliffe,1354329759,bcutcliffec3@behance.net,Katz,Hybrid,Standard,34805,4014,27,7398,163,15,3,0,0,0,0,0,0
437,8/1/2017,27/2/2019,Ivette DeSousa,3673462770,idesousac4@independent.co.uk,Dabvine,Corporate,Premium,35527,3732,40,17294,181,71,0,0,0,0,0,0,0
438,19/5/2018,6/1/2019,Ruperta Dowgill,1082286217,rdowgillc5@google.de,Leenti,Residential,Excelium,46189,3789,11,47873,375,73,3,0,0,0,0,0,0
439,17/10/2017,16/8/2018,Darlene Moreno,2621134086,dmorenoc6@blogger.com,Realbridge,Commercial,Premium,21660,4460,30,9280,151,35,4,0,0,0,0,0,0
440,17/10/2016,26/6/2018,Penelope Buckleigh,2425457478,pbuckleighc7@trellian.com,Rhyloo,Commercial,Excelium,3123,4927,15,38875,488,40,4,0,0,0,0,0,0
441,21/5/2016,12/1/2019,Wendall Hardman,6528031118,whardmanc8@discovery.com,Oyoloo,Commercial,Excelium,41077,826,46,42290,189,27,2,0,0,0,0,0,0
442,2/12/2016,16/1/2019,Hayyim Haldenby,5332480707,hhaldenbyc9@so-net.ne.jp,Abatz,Commercial,Excelium,6120,1376,26,14925,182,4,4,0,0,0,0,0,0
443,3/12/2016,15/6/2018,Phillipe Alleway,7874752886,pallewayca@smh.com.au,Twimbo,Hybrid,Premium,43239,2994,23,19595,151,29,5,0,0,0,0,0,0
444,19/7/2018,3/4/2018,Hynda Bilfoot,5908303434,hbilfootcb@fc2.com,Buzzdog,Corporate,Standard,12629,2689,18,39978,238,35,0,0,0,0,0,0,0
445,15/1/2019,22/1/2019,Batsheva Sarsfield,9102342637,bsarsfieldcc@studiopress.com,Skimia,Hybrid,Standard,48983,1092,46,43835,367,67,5,0,0,0,0,0,0
446,14/7/2016,29/10/2018,Russell MacAne,3421371256,rmacanecd@kickstarter.com,Oyoloo,Commercial,Excelium,29784,3171,44,24894,109,53,3,0,0,0,0,0,0
447,12/1/2019,26/6/2018,Terra Garnsey,1744966803,tgarnseyce@fema.gov,Fatz,Residential,Excelium,10633,2108,32,3227,127,56,1,0,0,0,0,0,0
448,13/8/2017,21/12/2018,Hobart Lesek,5666942421,hlesekcf@behance.net,Mynte,Hybrid,Premium,15335,3218,19,1917,403,97,3,0,0,0,0,0,0
449,4/4/2017,27/2/2019,Beatrice Hryniewicki,6272633210,bhryniewickicg@topsy.com,Mydo,Residential,Standard,33122,720,35,51815,391,83,1,0,0,0,0,0,0
450,22/7/2018,13/5/2018,Ellwood Tomkins,1851947400,etomkinsch@plala.or.jp,Oyondu,Residential,Premium,10252,4737,48,19008,267,10,2,0,0,0,0,0,0
451,25/5/2017,8/9/2018,Abigail Hevner,6583055621,ahevnerci@cmu.edu,Oloo,Residential,Standard,31837,4007,41,47360,441,8,3,0,0,0,0,0,0
452,20/6/2018,22/7/2018,Edgardo Backshill,3532708010,ebackshillcj@tiny.cc,Voomm,Corporate,Excelium,23650,1396,49,17769,160,22,2,0,0,0,0,0,0
453,15/12/2016,25/11/2018,Terrence Fuggle,8658551977,tfuggleck@state.gov,Plajo,Commercial,Excelium,14470,3242,18,12293,2,63,2,0,0,0,0,0,0
454,12/6/2016,30/6/2018,Leanora McSaul,3779702255,lmcsaulcl@vistaprint.com,Brainverse,Commercial,Premium,32820,4961,14,9037,51,98,1,0,0,0,0,0,0
455,4/12/2016,30/6/2018,Marney Reubbens,9364995277,mreubbenscm@sphinn.com,Wikizz,Residential,Premium,3135,1831,31,41243,298,70,1,0,0,0,0,0,0
456,2/2/2017,19/3/2018,Laurent Dyzart,9657127344,ldyzartcn@hibu.com,Jabberstorm,Corporate,Premium,14490,1863,12,10148,309,78,0,0,0,0,0,0,0
457,9/3/2018,29/9/2018,Astra Mickelwright,1328350197,amickelwrightco@quantcast.com,Twinder,Hybrid,Excelium,15835,1178,1,17485,255,19,2,0,0,0,0,0,0
458,8/11/2016,3/3/2019,Ilene Heisham,1035555469,iheishamcp@reverbnation.com,Skipfire,Residential,Standard,42589,2884,50,5054,28,94,0,0,0,0,0,0,0
459,27/2/2017,30/9/2018,Merlina Bristowe,9411917544,mbristowecq@zdnet.com,Tambee,Corporate,Standard,29021,1397,7,35868,37,99,4,0,0,0,0,0,0
460,24/9/2016,16/1/2019,Charline Damato,1273311243,cdamatocr@wix.com,Yotz,Commercial,Excelium,7920,728,19,32959,488,14,4,0,0,0,0,0,0
461,2/11/2017,17/8/2018,Jimmy Phair,2547059320,jphaircs@wunderground.com,Layo,Hybrid,Premium,7139,3762,4,14191,95,99,3,0,0,0,0,0,0
462,2/7/2017,31/10/2018,Lenora Laidlow,1521050442,llaidlowct@census.gov,Geba,Residential,Excelium,4908,3328,24,50656,182,14,0,0,0,0,0,0,0
463,15/3/2016,26/1/2019,Aldus Hannabus,5582495007,ahannabuscu@privacy.gov.au,Bubblemix,Hybrid,Standard,5734,2235,37,24789,311,57,5,0,0,0,0,0,0
464,10/2/2018,16/12/2018,Liva Vivers,1692473308,lviverscv@dion.ne.jp,Babbleopia,Residential,Excelium,20079,2026,39,43613,335,80,2,0,0,0,0,0,0
465,10/10/2016,29/5/2018,Ber Le Maitre,1641108688,blecw@tinypic.com,Wikizz,Residential,Standard,12604,3808,34,41513,36,78,5,0,0,0,0,0,0
466,14/8/2018,9/9/2018,Florance Kroon,7938272910,fkrooncx@wired.com,Zoonoodle,Hybrid,Premium,22171,1435,3,43916,31,54,4,0,0,0,0,0,0
467,23/11/2016,7/7/2018,Consuelo Salmons,4041381691,csalmonscy@sun.com,Jaxworks,Residential,Premium,44354,2429,4,4536,38,92,4,0,0,0,0,0,0
468,1/9/2018,23/9/2018,Gaby Parnby,6193711624,gparnbycz@list-manage.com,Nlounge,Hybrid,Excelium,16461,883,14,3101,192,69,4,0,0,0,0,0,0
469,2/2/2019,8/12/2018,Lynne Grimmett,3483197564,lgrimmettd0@usatoday.com,Thoughtbridge,Residential,Standard,30469,3003,34,24647,440,86,2,0,0,0,0,0,0
470,20/12/2016,27/6/2018,Dulsea Boylin,2651845360,dboylind1@gnu.org,Wordify,Corporate,Standard,7642,2581,10,28774,485,28,4,0,0,0,0,0,0
